source,dataset_id,table_title,variable,theme,label,definition,unit,decimals,period,source_detail,geography,nonempty_rows,nonempty_amsterdam_rows
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IHHINK_GEM,Inkomen,Besteedbaar huishoudinkomen (gemiddelde),"Het gemiddeld besteedbaar huishoudinkomen is het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor gebieden met minstens 100 huishoudens. Bedragen zijn afgerond op 100-tallen. Tot en met 2010 komen de cijfers uit het RIO bestand van het CBS. Vanaf 2011 zijn de cijfers afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. Tot en met 2010 zijn de cijfers gebaseerd op de gebiedsindeling van voor 1-1-2015. Van 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022.",0 euro,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IHHINK_MED,Inkomen,Besteedbaar huishoudinkomen (mediaan),"Het mediaan besteedbaar huishoudinkomen is het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor gebieden met minstens 100 huishoudens. Bedragen zijn afgerond op 100-tallen. Tot en met 2010 komen de cijfers uit het RIO bestand van het CBS. Vanaf 2011 zijn de cijfers afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. Tot en met 2010 zijn de cijfers gebaseerd op de gebiedsindeling van voor 1-1-2015. Van 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022.",0 €,,,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IGINI,Inkomen,GinicoÃ«fficiÃ«nt inkomen,"De Ginicoëfficiënt voor inkomen is een maat voor inkomensongelijkheid in een gebied. De waarde van de coëfficiënt ligt tussen 0 en 1, waarbij 0 correspondeert met totale gelijkheid (iedereen heeft hetzelfde inkomen) en 1 met totale ongelijkheid (1 huishouden bezit al het inkomen).De coëfficiënt is berekend op basis van het gestandaardiseerd besteedbaar inkomen van huishoudens. Bewoners van instituten en studentenhuishoudens zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor gebieden met meer dan 100 huishoudens in de doelgroep. Tot en met 2010 zijn de cijfers gebaseerd op de gebiedsindeling van voor 1-1-2015. Vanaf 2011 zijn de cijfers gebaseerd op de gebiedsindeling van 24-3-2020. Door een methodewijziging, zijn de cijfers van voor 2011 niet een-op-een vergelijkbaar met latere jaren.",0,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,VGINI,Inkomen,Ginicoëfficiënt vermogen,"De Ginicoëfficiënt voor vermogen is een maat voor vermogensongelijkheid in een gebied. De waarde van de coëfficiënt ligt tussen 0 en 1, waarbij 0 correspondeert met totale gelijkheid (iedereen heeft hetzelfde vermogen) en 1 met totale ongelijkheid (1 huishouden bezit al het vermogen). De coëfficiënt is berekend op basis van het totale vermogen van huishoudens. Het totale vermogen is gelijk aan het verschil tussen de bezittingen en de schulden van een huishouden. Ook huishoudens met een negatief vermogen zijn meegenomen in de berekening. Bewoners van instituten en studentenhuishoudens zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor gebieden met meer dan 100 huishoudens in de doelgroep.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IHHBSTKIND,Inkomen,Huishoudens met kinderen bijstand,Aantal huishoudens met minderjarige kinderen dat gebruikt maak van de bijstand.,0,,1 januari,"bewerking O&S, CBS",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IHHBSTKIND_P,Inkomen,Huishoudens met kinderen bijstand (%),Aandeel huishoudens met minderjarige kinderen dat gebruikt maak van de bijstand.,0 %,,1 januari,"bewerking O&S, CBS",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IINKQ1_P,Inkomen,Inkomen 1e 20% NL (%),"Aandeel huishoudens met een besteedbaar huishoudinkomen in de eerste 20%-groep (quintiel) op basis van de landelijke verdeling van inkomens.
Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden met minstens 10 huishoudens in het quintiel.

De cijfers zijn afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022. 
 
Het besteedbaar inkomen betreft het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting.  
 
1e quintiel landelijk in euro's: 
2011: tot 19.000 
2012: tot 19.100 
2013: tot 19.100 
2014: tot 19.600 
2015: tot 19.800 
2016: tot 20.300 
2017: tot 20.600 
2018: tot 21.100 
2019: tot 21.900 
2020: tot 22.700 
2021: tot 23.500 
2022: tot 25.000 
2023: tot 27.100 
2024: tot 28.700",0 %,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IINKQ2_P,Inkomen,Inkomen 2e 20% NL (%),"Aandeel huishoudens met een besteedbaar huishoudinkomen in de tweede 20%-groep (quintiel) op basis van de landelijke verdeling van inkomens.
Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden met minstens 10 huishoudens in het quintiel. De cijfers zijn afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022. Het besteedbaar inkomen betreft het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting. 

2e quintiel landelijk (euro's): 
2011: 19.000 tot 27.200 
2012: 19.100 tot 27.300 
2013: 19.100 tot 27.300 
2014: 19.600 tot 28.000 
2015: 19.800 tot 28.300 
2016: 20.300 tot 29.100 
2017: 20.600 tot 29.600 
2018: 21.100 tot 30.300 
2019: 21.900 tot 31.700 
2020: 22.700 tot 32.800 
2021: 23.500 tot 34.100  
2022: 25.000 tot 35.900 
2023: 27.100 tot 38.400
2024: 28.700 tot 40.900",0 %,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IINKQ3_P,Inkomen,Inkomen 3e 20% NL (%),"Aandeel huishoudens met een besteedbaar huishoudinkomen in het derde quintiel op basis van de landelijke verdeling van inkomens.
Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden met minstens 10 huishoudens in het quintiel. De cijfers zijn afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022. Het besteedbaar inkomen betreft het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting.

3e quintiel (20%-groep) landelijk (euro's): 
2011: 27.200tot 37.500 
2012: 27.300 tot 37.600 
2013: 27.300 tot 37.800 
2014: 28.000 tot 38.900 
2015: 28.300 tot 39.400 
2016: 29.100 tot 40.700 
2017: 29.600 tot 41.600 
2018: 30.300 tot 42.800 
2019: 31.700 tot 44.800 
2020: 32.800 tot 46.600  
2021: 34.100 tot 48.600 
2022: 35.900 tot 51.100 
2023: 38.400 tot 54.600 
2024: 40.900 tot 58.400",0 %,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IINKQ4_P,Inkomen,Inkomen 4e 20% NL (%),"Aandeel huishoudens met een besteedbaar huishoudinkomen in de vierde 20%-groep (quintiel) op basis van de landelijke verdeling van inkomens.
Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden met minstens 10 huishoudens in het quintiel. De cijfers zijn afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022. Het besteedbaar inkomen betreft het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting. 4e quintiel landelijk (euro's):
2011: 37.500 tot 51.300 
2012: 37.600 tot 51.500 
2013: 37.800 tot 52.100 
2014: 38.900 tot 53.700 
2015: 39.400 tot 54.600 
2016: 40.700 tot 56.900 
2017: 41.600 tot 58.200 
2018: 42.800 tot 59.800 
2019: 44.800 tot 62.700 
2020: 46.600 tot 65.300 
2021: 48.600 tot 68.300 
2022: 51.100 tot 71.900 
2023: 54.600 tot 77.100 
2024: 58.400 tot 82.400",0 %,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IINKQ5_P,Inkomen,Inkomen 5e 20% NL (%),"Aandeel huishoudens met een besteedbaar huishoudinkomen in de vijfde 20%-groep (quintiel) op basis van de landelijke verdeling van inkomens.
Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden met minstens 10 huishoudens in het quintiel. De cijfers zijn afkomstig uit het Integrale Inkomens- en Vermogensonderzoek (IIV) van het CBS. 2011 tot en met 2019 zijn de cijfers gebaseerd op de gebiedsindeling van 1-1-2015. Vanaf 2020 is gebruik gemaakt van de gebiedsindeling van 24-3-2022. Het besteedbaar inkomen betreft het bruto-huishoudinkomen verminderd met de premies sociale zekerheid en andere betaalde overdrachten (o.a. alimentatie voor ex-partner) en de loon-, inkomsten- en vermogensbelasting. 
5e quintiel landelijk (euro's):
2011: 51.300 of meer 
2012: 51.500 of meer 
2013: 52.100 of meer 
2014: 53.700 of meer 
2015: 54.600 of meer 
2016: 56.900 of meer 
2017: 58.200 of meer 
2018: 59.800 of meer 
2019: 62,700 of meer 
2020: 65.300 of meer 
2021: 68.300 of meer 
2022: 71.900 of meer 
2023: 77.100 of meer 
2024: 82.400 of meer",0 %,,jaarcijfer,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILAAGHH130,Inkomen,Lage inkomens (huishoudens 130% sm),"Aantal huishoudens met een inkomen van maximaal 130% van het sociaal minimum. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. 
Er is afgerond op tientallen voor alle gebiedsindelingen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Daaronder is het aantal op 0 gezet. ",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILAAGHH130_P,Inkomen,Lage inkomens (huishoudens 130% sm) (%),"Aandeel huishoudens met een inkomen van maximaal 130% van het sociaal minimum. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINHH130,Inkomen,Minimahuishoudens (130% sm),"Aantal huishoudens met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaarinkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 huishoudens.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINHH130_P,Inkomen,Minimahuishoudens (130% sm) (%),"Aandeel huishoudens met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaarinkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMOEITE_P,Inkomen,Moeite met rondkomen (%),"Aandeel Amsterdammers van 18 jaar of ouder dat zeer moeilijk, moeilijk of eerder moeilijk antwoordt op de vraag: Hoe goed kunt u rondkomen met uw huishoudinkomen? De cijfers op wijk- en buurtniveau zijn modelmatige schattingen van het RIVM op basis van de gezondheidsmonitor van de GGD.",0 %,,1 september,"De Staat van de Stad, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINJONG130,Inkomen,Personen 0-17 in minimahuishouden (130% sm),"Aantal jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 jongeren.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINJONG130_P,Inkomen,Personen 0-17 in minimahuishouden (130% sm) (%),"Aandeel jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILANGMINJONG130,Inkomen,Personen 0-17 langdurig in minimahuishouden (130% sm),"Aantal jongeren tot en met 17 jaar dat drie jaar of langer deel uitmaakt van een huishouden een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op tientallen voor alle gebiedsindelingen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Daaronder is het aantal op 0 gezet. ",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILANGMINJONG130_P,Inkomen,Personen 0-17 langdurig in minimahuishouden (130% sm) (%),"Aandeel jongeren tot en met 17 jaar dat drie jaar of langer deel uitmaakt van een huishouden een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINVOLW130,Inkomen,Personen 18-65 in minimahuishoudens (130% sm),"Aantal 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 personen.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINVOLW130_P,Inkomen,Personen 18-65 in minimahuishoudens (130% sm) (%),"Aandeel 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 personen.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINOUD130,Inkomen,Personen 66+ in minimahuishoudens (130% sm),"Aantal ouderen (66+) dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 personen.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IMINOUD130_P,Inkomen,Personen 66+ in minimahuishoudens (130% sm) (%),"Aandeel ouderen (66+) dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILANGMIN130,Inkomen,Personen langdurig in minimahuishouden (130% sm),"Aantal personen dat drie jaar of langer deel uitmaakt van een huishouden een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op tientallen voor alle gebiedsindelingen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Daaronder is het aantal op 0 gezet.",0,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,ILANGMIN130_P,Inkomen,Personen langdurig in minimahuishouden (130% sm) (%),"Aandeel personen dat drie jaar of langer deel uitmaakt van een huishouden een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam.Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten.
Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",0 %,,1 januari,"bewerking O&S, CBS, IIV",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IAO,Inkomen,Uitkeringen: AO-uitkering,"Aantal inwoners met een arbeidsongeschiktheiduitkering in december van het peiljaar.
Er wordt alleen gerapporteerd over gebieden met minstens 20 uitkeringen. Het aantal uitkeringen is afgerond op tientallen.",0,,1 januari,"bewerking O&S, CBS",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IAO_P,Inkomen,Uitkeringen: AO-uitkering (% 18-67),"Aandeel 18 tot en met 66-jarigen dat een arbeidsongeschiktheiduitkering ontvangt in december van het peiljaar.
Er wordt gedeeld door het aantal inwoners tot de AOW-leeftijd in het betreffende jaar. Daarbij wordt tot 2022 gedeeld door het aantal inwoners tussen 15 jaar en de AOW-leeftijd. Vanaf 2022 wordt gedeeld door het aantal inwoners tussen 18 jaar en de AOW-leeftijd. Er wordt alleen gerapporteerd over gebieden met minstens 20 uitkeringen. Het aantal uitkeringen op basis waarvan het percentage is uitgerekend is afgerond op tientallen.",0 %,,1 januari,"bewerking O&S, CBS",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,IWWB,Inkomen,Uitkeringen: Bijstand,"Aantal uitkeringen WWB levensonderhoud (N>=10).
De cijfers op wijkniveau van 2014 en eerder zijn gebaseerd op de gebiedsindeling van 2010. Met uitzondering van het samenvoegen van Duivelseiland en het Museumkwartier zijn de grenswijzingen per 1-1-2015 buiten beschouwing gelaten.",0,,1 januari,"bewerking O&S, CBS",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
